GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
35_corina,corina.cross,CrossdateKit.new AbstractAction() {...},70,0,4,0,12,0,4,0,2,0
35_corina,corina.cross,CrossdateKit.new ListSelectionListener() {...},32,0,4,0,6,0,4,0,2,0
35_corina,corina.cross,CrossdateKit.new ListSelectionListener() {...},32,0,4,0,6,0,4,0,2,0
35_corina,corina.cross,CrossdateKit.new ListDataListener() {...},19,0,0,0,9,0,5,0,5,0
35_corina,corina.cross,RangeRenderer,142,0,0,0,29,0,5,0,5,0
35_corina,corina.cross,GridView.new PopupListener() {...},105,0,22,0,21,0,13,0,2,0
35_corina,corina.cross,GridView.new ChangeListener() {...},34,0,0,0,7,0,2,0,2,0
35_corina,corina.cross,GridView.GridTableModel,39,0,4,0,4,0,6,0,4,0
35_corina,corina.cross,CrossdateWindow.CrossdateViewMenu,161,0,10,0,42,0,6,0,1,0
35_corina,corina.cross,CrossdateKit.SampleList,244,0,10,0,47,0,12,0,7,0
35_corina,corina.cross,CrossdateWindow.CrossdateEditMenu.new AbstractAction() {...},19,0,0,0,4,0,2,0,2,0
35_corina,corina.cross,CrossdateKit.new AbstractAction() {...},15,0,0,0,3,0,2,0,2,0
35_corina,corina.cross,CrossdateKit.new AbstractAction() {...},15,0,0,0,3,0,2,0,2,0
35_corina,corina.cross,CrossdateKit.new AbstractAction() {...},19,0,0,0,4,0,2,0,2,0
35_corina,corina.cross,TableView.TableViewPopup,56,0,0,0,12,0,1,0,1,0
35_corina,corina.cross,Table.Row,19,0,0,0,5,0,2,0,2,0
35_corina,corina.cross,Grid.GridHandler,176,0,24,0,40,0,15,0,3,0
35_corina,corina.cross,GridView,232,0,4,0,49,0,9,0,7,0
35_corina,corina.cross,Sequence.Pairing,9,0,0,0,4,0,1,0,1,0
35_corina,corina.cross,RValue,258,0,18,0,56,0,19,0,10,0
35_corina,corina.cross,CrossdatePrintingDialog,3,0,0,0,1,0,1,0,1,0
35_corina,corina.cross,Table,535,0,50,0,119,0,43,0,13,0
35_corina,corina.cross,Bayesian.Pair,9,0,0,0,4,0,1,0,1,0
35_corina,corina.cross,Grid,655,0,50,0,127,0,42,0,17,0
35_corina,corina.cross,Trend,179,0,26,0,34,0,22,0,9,0
35_corina,corina.cross,Grid.GridPreview,72,0,6,0,11,0,4,0,1,0
35_corina,corina.cross,Table.TablePrinter,109,0,4,0,15,0,3,0,1,0
35_corina,corina.cross,Bayesian,773,0,60,0,167,0,38,0,8,0
35_corina,corina.cross,AllScoresView.new MouseAdapter() {...},14,0,2,0,4,0,3,0,2,0
35_corina,corina.cross,AllScoresView,310,0,30,0,85,0,31,0,16,0
35_corina,corina.cross,TableView.TableViewPopup.new AbstractAction() {...},10,0,0,0,2,0,2,0,2,0
35_corina,corina.cross,TableView.TableViewPopup.new AbstractAction() {...},36,0,0,0,9,0,2,0,2,0
35_corina,corina.cross,CrossdatePrinter,419,0,18,0,64,0,16,0,7,0
35_corina,corina.cross,TableView.TableViewPopup.new AbstractAction() {...},60,0,0,0,10,0,2,0,2,0
35_corina,corina.cross,GridFrame.GridRenderer,45,0,2,0,8,0,4,0,3,0
35_corina,corina.cross,GridView.GridRenderer,61,0,2,0,12,0,4,0,3,0
35_corina,corina.cross,GridFrame,357,0,10,0,83,0,21,0,16,0
35_corina,corina.cross,Single,237,0,4,0,43,0,13,0,11,0
35_corina,corina.cross,TableView,262,0,6,0,50,0,9,0,6,0
35_corina,corina.site,CountryDialog,217,0,16,0,48,0,11,0,3,0
35_corina,corina.site,CountryPopup.new AbstractAction() {...},143,0,14,0,33,0,9,0,2,0
35_corina,corina.site,SiteEvent,8,0,0,0,3,0,2,0,2,0
35_corina,corina.site,SiteEditorPanel.CountryRenderer,24,0,2,0,8,0,3,0,2,0
35_corina,corina.site,SiteEditorPanel.SitePopup.new AbstractAction() {...},14,0,0,0,3,0,2,0,2,0
35_corina,corina.site,SiteEditorPanel.SitePopup.new AbstractAction() {...},30,0,0,0,5,0,2,0,2,0
35_corina,corina.site,SiteEditorPanel.SitePopup.new AbstractAction() {...},43,0,2,0,7,0,3,0,2,0
35_corina,corina.site,SiteEditorPanel.CountryEditor,52,0,2,0,13,0,5,0,4,0
35_corina,corina.site,Site,864,0,96,0,173,0,87,0,38,0
35_corina,corina.site,Location,855,0,72,0,155,0,65,0,29,0
35_corina,corina.site,SiteDB,939,0,82,0,229,0,64,0,22,0
35_corina,corina.site,SiteEditor,170,0,10,0,39,0,15,0,10,0
35_corina,corina.site,LocationEditorDialog,403,0,8,0,82,0,10,0,6,0
35_corina,corina.site,Lock,86,0,8,0,23,0,8,0,4,0
35_corina,corina.site,SiteEditorPanel.LocationEditor,52,0,2,0,13,0,5,0,4,0
35_corina,corina.site,SiteEditorPanel.EvenOddRenderer,47,0,8,0,12,0,5,0,1,0
35_corina,corina.site,SiteInfoDialog,542,0,14,0,103,0,13,0,6,0
35_corina,corina.site,SiteEditorPanel.SiteEditorSorter.new Comparator() {...},70,0,12,0,17,0,8,0,2,0
35_corina,corina.site,SiteEditorPanel.SiteEditorSorter.new Comparator() {...},49,0,8,0,18,0,6,0,2,0
35_corina,corina.site,SiteEditorPanel.SiteEditorSorter.new Comparator() {...},42,0,8,0,13,0,6,0,2,0
35_corina,corina.site,SiteEditorPanel.SiteEditorSorter.new Comparator() {...},42,0,8,0,13,0,6,0,2,0
35_corina,corina.site,Country,163,0,14,0,33,0,14,0,7,0
35_corina,corina.site,SiteDB.new Runnable() {...},71,0,6,0,21,0,5,0,2,0
35_corina,corina.site,SiteNotFoundException,3,0,0,0,2,0,1,0,1,0
35_corina,corina.site,SiteInfoDialog.new AbstractAction() {...},35,0,2,0,4,0,3,0,2,0
35_corina,corina.site,SiteInfoDialog.new AbstractAction() {...},34,0,6,0,9,0,5,0,2,0
35_corina,corina.site,LocationEditorDialog.new AbstractAction() {...},92,0,4,0,15,0,4,0,2,0
35_corina,corina.site,CountryPopup,153,0,8,0,44,0,11,0,7,0
35_corina,corina.site,SiteEditorPanel.SitePopup,59,0,0,0,13,0,1,0,1,0
35_corina,corina.site,SiteDB.SiteDBLoader,193,0,28,0,41,0,18,0,4,0
35_corina,corina.site,SiteEditorPanel.SiteEditorSorter,243,0,28,0,43,0,16,0,2,0
35_corina,corina.site,SiteEditorPanel,515,0,10,0,101,0,13,0,8,0
35_corina,corina.site,SitePrinter,243,0,12,0,38,0,10,0,4,0
35_corina,corina.site,SiteDB.Tuple,34,0,4,0,11,0,4,0,2,0
35_corina,corina.site,SiteEditorPanel.new MouseAdapter() {...},40,0,4,0,8,0,4,0,2,0
35_corina,corina.site,SiteEditorPanel.new JTable() {...},21,0,0,0,4,0,2,0,2,0
35_corina,corina.site,SiteEditorPanel.new ListSelectionListener() {...},10,0,0,0,3,0,2,0,2,0
35_corina,corina.site,SiteEditorPanel.new ActionListener() {...},49,0,4,0,10,0,4,0,2,0
35_corina,corina.site,SiteEditorPanel.new ActionListener() {...},53,0,4,0,11,0,4,0,2,0
35_corina,corina.site,SiteEditorPanel.new AbstractAction() {...},37,0,2,0,7,0,3,0,2,0
35_corina,corina.site,SiteEditorPanel.SiteTableModel,416,0,74,0,83,0,45,0,8,0
35_corina,corina.site,CountryDialog.new AbstractAction() {...},39,0,2,0,9,0,3,0,2,0
35_corina,corina.site,CountryDialog.new AbstractAction() {...},13,0,0,0,3,0,2,0,2,0
35_corina,corina.site,CountryDialog.new MouseAdapter() {...},56,0,4,0,14,0,4,0,2,0
35_corina,corina.browser,Browser.BrowserPrinter,375,0,24,0,48,0,13,0,1,0
35_corina,corina.browser,ItrdbURLConnection.new URLStreamHandlerFactory() {...},14,0,2,0,4,0,3,0,2,0
35_corina,corina.browser,ItrdbURLConnection,99,0,8,0,29,0,11,0,7,0
35_corina,corina.browser,FolderTree.FolderNode,97,0,12,0,23,0,12,0,6,0
35_corina,corina.browser,SearchField,71,0,4,0,17,0,7,0,5,0
35_corina,corina.browser,SortedHeaderRenderer.SortArrowIcon,151,0,10,0,27,0,9,0,4,0
35_corina,corina.browser,Browser.new AbstractAction() {...},12,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,Browser.new AbstractAction() {...},38,0,4,0,7,0,4,0,2,0
35_corina,corina.browser,Browser.new AbstractAction() {...},10,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,Browser.new AbstractAction() {...},11,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,Browser.new DefaultTableCellRenderer() {...},43,0,4,0,9,0,4,0,2,0
35_corina,corina.browser,Browser.new Thread() {...},29,0,0,0,9,0,2,0,2,0
35_corina,corina.browser,Browser.new Runnable() {...},137,0,4,0,29,0,4,0,2,0
35_corina,corina.browser,Browser.new Comparator() {...},94,0,26,0,22,0,15,0,2,0
35_corina,corina.browser,Browser.new AbstractAction() {...},29,0,2,0,8,0,3,0,2,0
35_corina,corina.browser,Browser.new AbstractAction() {...},39,0,4,0,9,0,4,0,2,0
35_corina,corina.browser,Browser.new AbstractAction() {...},29,0,2,0,8,0,3,0,2,0
35_corina,corina.browser,Browser.new AbstractAction() {...},74,0,10,0,14,0,7,0,2,0
35_corina,corina.browser,Browser.new AbstractAction() {...},11,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,Trash,204,0,12,0,61,0,19,0,13,0
35_corina,corina.browser,BrowserFileMenu,158,0,0,0,52,0,10,0,10,0
35_corina,corina.browser,Browser.SearchMenuItem,49,0,2,0,15,0,3,0,2,0
35_corina,corina.browser,Browser.FieldCheckBoxMenuItem,38,0,2,0,9,0,3,0,2,0
35_corina,corina.browser,BrowserComponent,53,0,2,0,15,0,3,0,2,0
35_corina,corina.browser,Browser,2067,0,124,0,437,0,93,0,31,0
35_corina,corina.browser,RelativeDate,146,0,10,0,29,0,10,0,5,0
35_corina,corina.browser,FolderPopup,211,0,16,0,58,0,17,0,9,0
35_corina,corina.browser,FolderTree.new TreeSelectionListener() {...},24,0,0,0,6,0,2,0,2,0
35_corina,corina.browser,FolderTree.new KeyListener() {...},99,0,8,0,25,0,8,0,4,0
35_corina,corina.browser,Summary.MyFile,6,0,0,0,3,0,1,0,1,0
35_corina,corina.browser,Browser.KeyboardSorter,52,0,16,0,10,0,10,0,2,0
35_corina,corina.browser,Browser.BrowserTableModel,52,0,2,0,10,0,7,0,6,0
35_corina,corina.browser,FileLength,151,0,16,0,26,0,14,0,6,0
35_corina,corina.browser,ItrdbURLConnection.1.new URLStreamHandler() {...},11,0,0,0,2,0,2,0,2,0
35_corina,corina.browser,Summary.SummaryLoader,230,0,30,0,40,0,21,0,6,0
35_corina,corina.browser,Row,382,0,52,0,92,0,39,0,13,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},17,0,0,0,4,0,2,0,2,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},11,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},25,0,0,0,7,0,2,0,2,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},17,0,0,0,4,0,2,0,2,0
35_corina,corina.browser,BrowserContextMenu.new PopupListener() {...},14,0,0,0,4,0,2,0,2,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},21,0,0,0,4,0,2,0,2,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},21,0,0,0,4,0,2,0,2,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},22,0,0,0,7,0,2,0,2,0
35_corina,corina.browser,Browser.FieldCheckBoxMenuItem.new AbstractAction() {...},56,0,2,0,9,0,3,0,2,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},31,0,0,0,6,0,2,0,2,0
35_corina,corina.browser,ITRDB,313,0,26,0,55,0,20,0,7,0
35_corina,corina.browser,FolderTree,109,0,12,0,27,0,8,0,2,0
35_corina,corina.browser,Browser.new ListSelectionListener() {...},10,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,Browser.new JTable() {...},9,0,0,0,2,0,2,0,2,0
35_corina,corina.browser,Browser.new ComponentAdapter() {...},23,0,0,0,7,0,3,0,3,0
35_corina,corina.browser,Browser.new Iterator() {...},51,0,4,0,8,0,6,0,4,0
35_corina,corina.browser,Browser.new TableColumnModelListener() {...},26,0,2,0,11,0,7,0,6,0
35_corina,corina.browser,Browser.new MouseAdapter() {...},66,0,6,0,20,0,8,0,5,0
35_corina,corina.browser,Browser.new MouseAdapter() {...},17,0,4,0,4,0,4,0,2,0
35_corina,corina.browser,Browser.new KeyListener() {...},30,0,6,0,11,0,7,0,4,0
35_corina,corina.browser,Browser.new DefaultTableCellRenderer() {...},32,0,4,0,7,0,4,0,2,0
35_corina,corina.browser,SearchField.new KeyAdapter() {...},42,0,12,0,8,0,8,0,2,0
35_corina,corina.browser,Browser.SearchMenuItem.new AbstractAction() {...},28,0,0,0,4,0,2,0,2,0
35_corina,corina.browser,BrowserFileMenu.new AbstractAction() {...},37,0,2,0,9,0,3,0,2,0
35_corina,corina.browser,BrowserFileMenu.new AbstractAction() {...},34,0,2,0,9,0,3,0,2,0
35_corina,corina.browser,BrowserFileMenu.new AbstractAction() {...},33,0,2,0,9,0,3,0,2,0
35_corina,corina.browser,BrowserFileMenu.new AbstractAction() {...},28,0,0,0,7,0,2,0,2,0
35_corina,corina.browser,BrowserFileMenu.new AbstractAction() {...},17,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,BrowserFileMenu.new AbstractAction() {...},11,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,BrowserFileMenu.new AbstractAction() {...},27,0,2,0,5,0,3,0,2,0
35_corina,corina.browser,BrowserContextMenu,262,0,18,0,49,0,12,0,3,0
35_corina,corina.browser,SearchField.new DocumentListener() {...},49,0,4,0,15,0,7,0,5,0
35_corina,corina.browser,FolderPopup.new AbstractAction() {...},56,0,6,0,11,0,5,0,2,0
35_corina,corina.browser,FolderPopup.new ChangeListener() {...},19,0,0,0,3,0,2,0,2,0
35_corina,corina.browser,SortedHeaderRenderer,74,0,8,0,21,0,8,0,4,0
35_corina,corina.browser,BrowserContextMenu.new AbstractAction() {...},21,0,0,0,4,0,2,0,2,0
35_corina,corina.browser,Summary,726,0,60,0,162,0,40,0,10,0
36_schemaspy,net.sourceforge.schemaspy.view,XmlTableFormatter.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByTypeComparator,30,0,2,0,6,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlRelationshipsPage,431,0,30,0,95,0,20,0,5,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlDiagramFormatter,86,0,8,0,24,0,7,0,3,0
36_schemaspy,net.sourceforge.schemaspy.view,DotNode,685,0,62,0,92,0,38,0,7,0
36_schemaspy,net.sourceforge.schemaspy.view,TextFormatter,28,0,6,0,7,0,6,0,3,0
36_schemaspy,net.sourceforge.schemaspy.view,DefaultSqlFormatter,1382,0,34,0,81,0,24,0,7,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ColumnInfo,37,0,0,0,9,0,6,0,6,0
36_schemaspy,net.sourceforge.schemaspy.view,DotConnectorFinder,189,0,42,0,39,0,26,0,5,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlOrphansPage,221,0,14,0,51,0,12,0,5,0
36_schemaspy,net.sourceforge.schemaspy.view,StyleSheet.ParseException,8,0,0,0,4,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.BySizeComparator,38,0,4,0,8,0,4,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByCommentsComparator,42,0,6,0,12,0,5,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlConstraintsPage,475,0,24,0,136,0,22,0,10,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlTableDiagrammer,240,0,8,0,41,0,7,0,3,0
36_schemaspy,net.sourceforge.schemaspy.view,StyleSheet.MissingCssPropertyException,20,0,0,0,2,0,1,0,1,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByParentsComparator,106,0,10,0,16,0,7,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByAutoUpdateComparator,38,0,6,0,6,0,5,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByDefaultValueComparator,36,0,2,0,8,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,DotNode.DotNodeConfig,27,0,0,0,8,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,StyleSheet,429,0,54,0,101,0,41,0,14,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByTableComparator,22,0,2,0,5,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlFormatter,887,0,98,0,198,0,70,0,21,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByChildrenComparator,84,0,10,0,16,0,7,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByNullableComparator,38,0,6,0,6,0,5,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage,825,0,50,0,151,0,34,0,9,0
36_schemaspy,net.sourceforge.schemaspy.view,WriteStats,72,0,8,0,19,0,10,0,6,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlMainIndexPage.new Comparator() {...},10,0,0,0,2,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlMultipleSchemasIndexPage,335,0,18,0,100,0,17,0,8,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlRoutinesPage,415,0,48,0,92,0,31,0,7,0
36_schemaspy,net.sourceforge.schemaspy.view,XmlTableFormatter,599,0,50,0,126,0,37,0,12,0
36_schemaspy,net.sourceforge.schemaspy.view,DotFormatter,916,0,124,0,179,0,75,0,13,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlAnomaliesPage,692,0,39,0,207,0,34,0,14,0
36_schemaspy,net.sourceforge.schemaspy.view,ImageWriter,39,0,0,0,7,0,3,0,3,0
36_schemaspy,net.sourceforge.schemaspy.view,DotConnector,304,0,34,0,71,0,31,0,14,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlTablePage,1485,0,146,0,350,0,88,0,15,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlColumnsPage.ByColumnComparator,22,0,2,0,5,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy.view,HtmlMainIndexPage,1011,0,92,0,241,0,56,0,10,0
36_schemaspy,net.sourceforge.schemaspy.model,Database.BasicTableMeta,27,0,0,0,9,0,1,0,1,0
36_schemaspy,net.sourceforge.schemaspy.model,Table,2062,0,280,0,454,0,202,0,62,0
36_schemaspy,net.sourceforge.schemaspy.model,TableIndex,207,0,40,0,52,0,34,0,14,0
36_schemaspy,net.sourceforge.schemaspy.model,LogicalTable,10,0,0,0,3,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,Database,1903,0,218,0,460,0,147,0,38,0
36_schemaspy,net.sourceforge.schemaspy.model,Routine,105,0,6,0,32,0,16,0,13,0
36_schemaspy,net.sourceforge.schemaspy.model,InvalidConfigurationException,21,0,0,0,9,0,5,0,5,0
36_schemaspy,net.sourceforge.schemaspy.model,ImpliedForeignKeyConstraint,54,0,0,0,14,0,4,0,4,0
36_schemaspy,net.sourceforge.schemaspy.model,RemoteTable,122,0,14,0,26,0,11,0,4,0
36_schemaspy,net.sourceforge.schemaspy.model,TableColumn,664,0,64,0,137,0,73,0,41,0
36_schemaspy,net.sourceforge.schemaspy.model,Table.new ForeignKeyConstraint() {...},10,0,0,0,2,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,View,84,0,14,0,27,0,11,0,4,0
36_schemaspy,net.sourceforge.schemaspy.model,TableColumn.ColumnComparator,22,0,2,0,5,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,Database.NameValidator,179,0,16,0,24,0,10,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,Table.ByColumnIdComparator,39,0,8,0,8,0,6,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,Database.TableCreator,75,0,4,0,14,0,6,0,4,0
36_schemaspy,net.sourceforge.schemaspy.model,Database.ThreadedTableCreator.new Thread() {...},37,0,0,0,9,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,RoutineParameter,21,0,0,0,8,0,4,0,4,0
36_schemaspy,net.sourceforge.schemaspy.model,LogicalRemoteTable,10,0,0,0,3,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,EmptySchemaException,3,0,0,0,2,0,1,0,1,0
36_schemaspy,net.sourceforge.schemaspy.model,ConnectionFailure,23,0,0,0,6,0,3,0,3,0
36_schemaspy,net.sourceforge.schemaspy.model,Database.CombinedMap,120,0,14,0,23,0,21,0,14,0
36_schemaspy,net.sourceforge.schemaspy.model,RailsForeignKeyConstraint,7,0,0,0,3,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,ForeignKeyConstraint,323,0,44,0,84,0,49,0,24,0
36_schemaspy,net.sourceforge.schemaspy.model,ProcessExecutionException,23,0,0,0,6,0,3,0,3,0
36_schemaspy,net.sourceforge.schemaspy.model,Database.new HashSet() {...},12,0,0,0,2,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.model,Table.new SQLException() {...},35,0,2,0,4,0,2,0,1,0
36_schemaspy,net.sourceforge.schemaspy.model,Database.ThreadedTableCreator,78,0,4,0,25,0,5,0,3,0
36_schemaspy,net.sourceforge.schemaspy.util,DbSpecificOption,57,0,0,0,13,0,7,0,7,0
36_schemaspy,net.sourceforge.schemaspy.util,PasswordReader.Masker,46,0,2,0,15,0,4,0,3,0
36_schemaspy,net.sourceforge.schemaspy.util,Version,121,0,18,0,30,0,14,0,5,0
36_schemaspy,net.sourceforge.schemaspy.util,ConnectionURLBuilder,224,0,16,0,40,0,13,0,5,0
36_schemaspy,net.sourceforge.schemaspy.util,ResultSetDumper,60,0,8,0,16,0,6,0,2,0
36_schemaspy,net.sourceforge.schemaspy.util,PasswordReader.IOError,7,0,0,0,3,0,1,0,1,0
36_schemaspy,net.sourceforge.schemaspy.util,CaseInsensitiveMap,52,0,2,0,15,0,8,0,7,0
36_schemaspy,net.sourceforge.schemaspy.util,HtmlEncoder,75,0,4,0,14,0,6,0,4,0
36_schemaspy,net.sourceforge.schemaspy.util,DbSpecificConfig,161,0,12,0,33,0,12,0,6,0
36_schemaspy,net.sourceforge.schemaspy.util,PasswordReader,135,0,17,0,43,0,12,0,3,0
36_schemaspy,net.sourceforge.schemaspy.util,Inflection,382,0,20,0,102,0,23,0,13,0
36_schemaspy,net.sourceforge.schemaspy.util,Dot,697,0,66,0,124,0,52,0,19,0
36_schemaspy,net.sourceforge.schemaspy.util,ConsolePasswordReader,59,0,0,0,9,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.util,Dot.ProcessOutputReader,59,0,6,0,15,0,5,0,2,0
36_schemaspy,net.sourceforge.schemaspy.util,LogFormatter,179,0,14,0,40,0,10,0,3,0
36_schemaspy,net.sourceforge.schemaspy.util,Dot.DotFailure,7,0,0,0,3,0,1,0,1,0
36_schemaspy,net.sourceforge.schemaspy.util,DOMUtil,58,0,4,0,18,0,5,0,3,0
36_schemaspy,net.sourceforge.schemaspy.util,LogFormatter.new ThreadLocal() {...},7,0,0,0,2,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.util,LogFormatter.new ThreadLocal() {...},10,0,0,0,3,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.util,ResourceWriter,63,0,4,0,16,0,6,0,4,0
36_schemaspy,net.sourceforge.schemaspy.util,LineWriter,82,0,0,0,25,0,10,0,10,0
36_schemaspy,net.sourceforge.schemaspy.model.xml,SchemaMeta,318,0,20,0,64,0,16,0,6,0
36_schemaspy,net.sourceforge.schemaspy.model.xml,TableMeta,0,143,0,12,0,28,0,13,0,7
36_schemaspy,net.sourceforge.schemaspy.model.xml,ForeignKeyMeta,116,0,8,0,22,0,11,0,7,0
36_schemaspy,net.sourceforge.schemaspy.model.xml,TableColumnMeta,199,174,33,13,42,37,39,2,16,2
36_schemaspy,net.sourceforge.schemaspy.ui,UiUtils,70,0,4,0,14,0,6,0,4,0
36_schemaspy,net.sourceforge.schemaspy.ui,DirectoryCellEditor.new DocumentListener() {...},44,0,0,0,6,0,4,0,4,0
36_schemaspy,net.sourceforge.schemaspy.ui,DirectoryCellEditor.new ActionListener() {...},35,0,2,0,5,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy.ui,DbTypeSelectorModel,82,0,8,0,18,0,9,0,5,0
36_schemaspy,net.sourceforge.schemaspy.ui,DirectoryCellEditor,147,0,2,0,29,0,5,0,4,0
36_schemaspy,net.sourceforge.schemaspy.ui,DbConfigPanel,83,0,4,0,20,0,5,0,3,0
36_schemaspy,net.sourceforge.schemaspy.ui,MainFrame.new WindowAdapter() {...},9,0,0,0,3,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.ui,MainFrame,227,0,10,0,55,0,12,0,7,0
36_schemaspy,net.sourceforge.schemaspy.ui,DbConfigPanel.new ItemListener() {...},18,0,2,0,4,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy.ui,DbConfigPanel.new TableModelListener() {...},32,0,0,0,6,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy.ui,DbConfigPanel.new JTable() {...},87,0,4,0,16,0,5,0,3,0
36_schemaspy,net.sourceforge.schemaspy.ui,DbConfigTableModel,323,0,35,0,79,0,31,0,13,0
36_schemaspy,net.sourceforge.schemaspy,Config,2739,0,350,0,716,0,296,0,121,0
36_schemaspy,net.sourceforge.schemaspy,MultipleSchemaAnalyzer.ProcessOutputReader,42,0,2,0,15,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy,MultipleSchemaAnalyzer,613,0,44,0,110,0,29,0,7,0
36_schemaspy,net.sourceforge.schemaspy,TableOrderer,272,0,34,0,78,0,22,0,5,0
36_schemaspy,net.sourceforge.schemaspy,DbAnalyzer,754,0,112,0,157,0,73,0,17,0
36_schemaspy,net.sourceforge.schemaspy,SchemaAnalyzer,2070,0,174,0,393,0,96,0,9,0
36_schemaspy,net.sourceforge.schemaspy,TableOrderer.new Comparator() {...},25,0,4,0,7,0,4,0,2,0
36_schemaspy,net.sourceforge.schemaspy,Config.MissingRequiredParameterException,48,0,4,0,6,0,5,0,3,0
36_schemaspy,net.sourceforge.schemaspy,Revision,56,0,10,0,21,0,9,0,4,0
36_schemaspy,net.sourceforge.schemaspy,TableOrderer.new Comparator() {...},28,0,2,0,5,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy,Main,121,0,12,0,28,0,8,0,2,0
36_schemaspy,net.sourceforge.schemaspy,DbAnalyzer.new Comparator() {...},19,0,2,0,5,0,3,0,2,0
36_schemaspy,net.sourceforge.schemaspy,DbAnalyzer.new Comparator() {...},7,0,0,0,2,0,2,0,2,0
36_schemaspy,net.sourceforge.schemaspy,DbAnalyzer.new Comparator() {...},27,0,4,0,7,0,4,0,2,0
37_petsoar,org.petsoar.persistence,PersistenceException,9,0,0,0,4,0,2,0,2,0
37_petsoar,org.petsoar.persistence.petsoar,PetSoarPersistenceManager,23,0,0,0,9,0,4,0,4,0
37_petsoar,org.petsoar.categories,Category,145,0,2,0,42,0,22,0,21,0
