GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseAllSQLResultTabsAction,42,0,4,0,13,0,5,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RedoAction,38,0,6,0,11,0,6,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ToggleCurrentSQLResultTabStickyAction,24,0,4,0,8,0,5,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CopySimpleObjectNameAction,52,0,4,0,15,0,6,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ToggleAutoCommitAction,59,0,4,0,17,0,6,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RefreshTreeItemAction,13,0,0,0,6,0,3,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,NewObjectTreeAction,31,0,2,0,10,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,GetLastSQLAction,12,0,2,0,6,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RefreshObjectTreeCommand,18,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ShowNativeSQLCommand,48,0,4,0,14,0,4,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CommitAction,71,0,6,0,18,0,6,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseSessionAction,41,0,2,0,14,0,5,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,OpenSqlHistoryAction,21,0,0,0,6,0,3,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,SessionPropertiesCommand,39,0,4,0,13,0,5,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ReconnectAction.i18n,5,0,0,0,1,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,DeleteTablesCommand,147,0,10,0,40,0,11,0,6,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ReconnectAction,24,0,2,0,9,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RefreshSchemaInfoAction,33,0,2,0,11,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FileOpenAction,21,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,SelectSqlAction,22,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,SQLFilterCommand,44,0,6,0,14,0,5,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FileSaveAsAction,21,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,DumpSessionCommand,623,0,24,0,178,0,25,0,13,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ReturnResultTabAction,21,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CommitCommand,17,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseAllSQLResultWindowsCommand,17,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseSessionCommand,22,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RollbackAction.new PropertyChangeListener() {...},26,0,4,0,5,0,4,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RefreshObjectTreeItemAction,38,0,4,0,11,0,5,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ExecuteSqlAction,35,0,4,0,11,0,5,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,DeleteTablesCommand.DeleteExecuter.new Runnable() {...},12,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,DeleteTablesCommand.DeleteExecuter.new Runnable() {...},12,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FileSaveAction,25,0,2,0,8,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,SQLFilterAction,75,0,8,0,23,0,8,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FormatSQLCommand,86,0,4,0,19,0,4,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ViewObjectAtCursorInObjectTreeAction,39,0,6,0,10,0,6,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,SetDefaultCatalogCommand,37,0,4,0,13,0,4,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseAllSQLResultTabsCommand,17,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RefreshObjectTreeItemCommand,17,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FilterObjectsAction,19,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FileNewAction,21,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,SQLFilterAction.new Runnable() {...},18,0,2,0,3,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ToolsPopupAction,25,0,4,0,9,0,5,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,UndoAction,38,0,6,0,13,0,6,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,NextSqlAction,22,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,NewSQLWorksheetAction,31,0,2,0,10,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,NewSQLWorksheetAction.new Runnable() {...},18,0,2,0,3,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,DeleteSelectedTablesAction,56,0,8,0,18,0,8,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FileCloseAction,21,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RefreshObjectTreeAction,38,0,4,0,11,0,5,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,DeleteTablesCommand.DeleteExecuter,148,0,10,0,31,0,7,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,PreviousSqlAction,22,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseSessionWindowAction,41,0,2,0,14,0,5,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CopyQualifiedObjectNameAction,52,0,4,0,15,0,6,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FilePrintAction,24,0,2,0,8,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,NextSessionAction,17,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseSessionWindowCommand,36,0,6,0,10,0,5,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FileAppendAction,21,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,EditWhereColsCommand,48,0,8,0,15,0,6,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RenameSessionAction,113,0,8,0,24,0,9,0,5,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,SessionPropertiesAction,18,0,2,0,7,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseAllSQLResultWindowsAction,37,0,4,0,11,0,4,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,RollbackAction,73,0,6,0,19,0,6,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,CloseCurrentSQLResultTabAction,24,0,4,0,8,0,5,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,FormatSQLAction,67,0,6,0,20,0,7,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,NewObjectTreeAction.new Runnable() {...},18,0,2,0,3,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,GotoNextResultsTabAction,61,0,6,0,18,0,7,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,SetDefaultCatalogAction,68,0,4,0,18,0,6,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ReturnResultTabCommand,17,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,GotoPreviousResultsTabAction,61,0,6,0,18,0,7,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.session.action,ShowNativeSQLAction,37,0,2,0,11,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.gui.dnd,FileEditorDropTargetListener,289,0,30,0,82,0,22,0,7,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.gui.dnd,FileEditorDropTargetListener.i18n,9,0,0,0,3,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.id,IntegerIdentifierFactory,21,0,0,0,6,0,3,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.id,IntegerIdentifier,37,0,4,0,11,0,7,0,5,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.id,UidIdentifierBeanInfo,24,0,0,0,6,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.id,UidIdentifierFactory,7,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.id,UidIdentifier,39,0,4,0,11,0,7,0,5,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.sql.dbobj,BestRowIdentifier,50,0,0,0,16,0,8,0,8,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.update.util,PathUtilsImpl,70,0,6,0,11,0,6,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.gui.util,ThreadCheckingRepaintManager,58,0,8,0,22,0,9,0,5,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.CancelButtonListener,18,0,2,0,8,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.TimeCounter,135,0,10,0,41,0,15,0,10,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog,587,0,44,0,173,0,43,0,21,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,PreferencesPanel,1895,0,4,0,490,0,37,0,35,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.TimeTracker,52,0,2,0,18,0,4,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.TimeTracker.new Runnable() {...},17,0,0,0,5,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DBCopyGlobalPreferencesTab,48,0,2,0,16,0,9,0,8,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.RemainingTimeCalculator,175,0,6,0,36,0,11,0,8,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},18,0,0,0,4,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},25,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},18,0,0,0,4,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,DualProgressBarDialog.new Runnable() {...},6,0,0,0,3,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,PreferencesPanel.new ActionListener() {...},39,0,0,0,6,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,PreferencesPanel.new ActionListener() {...},23,0,2,0,5,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,PreferencesPanel.new ActionListener() {...},23,0,0,0,4,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,PreferencesPanel.new ActionListener() {...},43,0,2,0,9,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.gui,PreferencesPanel.new ActionListener() {...},33,0,2,0,7,0,3,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.preferences,BaseQueryTokenizerPreferenceBean,76,0,0,0,30,0,16,0,16,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DialectFactory,705,0,74,0,162,0,75,0,38,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,PostgreSQLDialectExt.PostgreSQLDialectHelper,104,0,0,0,27,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,CreateScriptPreferences,83,0,5,0,35,0,22,0,18,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,IngresDialectExt,845,0,24,0,171,0,85,0,73,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DerbyDialectExt.i18n,13,0,0,0,3,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,MAXDBDialectExt.MAXDBDialectHelper,114,0,0,0,28,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,HSQLDialectExt.HSQLDialectHelper,94,0,0,0,24,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,MySQL5DialectExt,134,0,6,0,33,0,16,0,13,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,IngresDialectExt.IngresDialectHelper,109,0,0,0,27,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,H2DialectExt,946,0,34,0,188,0,88,0,71,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,InformixDialectExt.InformixDialectHelper,114,0,0,0,29,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,PostgreSQLDialectExt,1191,0,106,0,247,0,136,0,83,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,SequencePropertyMutability,63,0,0,0,25,0,13,0,13,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,AxionDialectExt.AxionDialectHelper,94,0,0,0,24,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,IndexColInfo.OrdinalPositionComparator,9,0,0,0,2,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,GenericDialectExt,23,0,0,0,6,0,5,0,5,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,HSQLDialectExt,911,0,22,0,194,0,79,0,68,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,GreenplumDialectExt,389,0,14,0,92,0,69,0,62,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,MAXDBDialectExt,796,0,36,0,162,0,87,0,69,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,UserCancelledOperationException,3,0,0,0,1,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,GenericDialectExt.GenericDialectHelper,46,0,0,0,12,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,InformixDialectExt,1036,0,46,0,243,0,100,0,77,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,SQLServerDialectExt.SQLServerDialectHelper,117,0,0,0,30,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,GreenplumDialectExt.GreenplumDialectHelper,89,0,0,0,23,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,IntersystemsCacheDialectExt,46,0,4,0,11,0,8,0,6,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,IntersystemsCacheDialectExt.CacheHelper,62,0,0,0,16,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,FrontBaseDialectExt.FrontBaseDialectHelper,124,0,0,0,31,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DatabaseObjectQualifier,26,0,0,0,12,0,6,0,6,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DerbyDialectExt.DerbyDialectHelper,188,0,0,0,44,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,AxionDialectExt,280,0,4,0,69,0,54,0,52,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,ProgressDialectExt.ProgressDialectHelper,124,0,0,0,31,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,SybaseDialectExt,777,0,32,0,185,0,92,0,76,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,TeiidDialect,806,0,8,0,131,0,27,0,23,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,PointbaseDialectExt.PointbaseDialectHelper,139,0,0,0,33,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,OptionalSqlClause,89,0,6,0,22,0,6,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,OracleDialectExt.OracleDialectHelper,155,0,0,0,38,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,FirebirdDialectExt,823,0,32,0,180,0,89,0,73,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,SybaseDialectExt.SybaseDialectHelper,104,0,0,0,27,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,TeiidDialectExt.TeiidDialectHelper,78,0,0,0,21,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DialectFactoryImpl,102,0,0,0,34,0,34,0,34,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DialectUtils,4930,0,492,0,926,0,331,0,71,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DaffodilDialectExt.DaffodilDialectHelper,213,0,0,0,50,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DB2DialectExt,1102,0,48,0,242,0,107,0,83,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,InterbaseDialectExt.InterbaseDialectHelper,109,0,0,0,28,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,H2DialectExt.H2DialectHelper,98,0,0,0,26,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,TimesTenDialectExt.TimesTenDialectHelper,144,0,0,0,35,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,TeiidDialectExt,96,0,0,0,41,0,40,0,40,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DerbyDialectExt,411,0,18,0,98,0,49,0,40,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,IndexColInfo.NameComparator,9,0,0,0,2,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,TimesTenDialectExt,376,0,10,0,106,0,82,0,77,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,HADBDialectExt,303,0,14,0,74,0,65,0,58,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,McKoiDialectExt,689,0,12,0,153,0,86,0,80,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,FrontBaseDialectExt,618,0,16,0,158,0,87,0,79,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,SqlGenerationPreferences,53,0,0,0,21,0,11,0,11,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DaffodilDialectExt,583,0,18,0,137,0,76,0,67,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,ProgressDialectExt,887,0,24,0,183,0,92,0,80,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,MySQLDialectExt,879,0,26,0,214,0,87,0,74,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,ConstraintInfo,30,0,0,0,11,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,MySQLDialectExt.MySQLDialectHelper,124,0,0,0,31,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,CommonHibernateDialect,589,0,4,0,157,0,96,0,94,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,FirebirdDialectExt.FirebirdDialectHelper,109,0,0,0,27,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,PointbaseDialectExt,571,0,12,0,139,0,83,0,77,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,SQLServerDialectExt,417,0,14,0,99,0,40,0,33,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,InterbaseDialectExt,315,0,4,0,87,0,83,0,81,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,NetezzaDialextExt,366,0,8,0,88,0,66,0,62,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,HADBDialectExt.HADBDialectHelper,114,0,0,0,28,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DB2DialectExt.DB2DialectHelper,198,0,0,0,47,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,IndexColInfo,128,0,22,0,35,0,18,0,7,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,TableIndexInfo,18,0,0,0,7,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,McKoiDialectExt.McKoiDialectHelper,139,0,0,0,33,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,DialectType,254,0,0,0,26,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,NetezzaDialextExt.NetezzaDialectHelper,89,0,0,0,23,0,1,0,1,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.dialects,OracleDialectExt,1147,0,64,0,253,0,105,0,73,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util,MemoryDiagnostics,96,0,4,0,29,0,8,0,6,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util,ScriptWriter,252,0,32,0,80,0,26,0,10,0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util,DBUtil,3273,0,382,0,810,0,270,0,63,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.datasetviewer.cellcomponent.whereClause,ParameterWhereClausePart,56,0,4,0,17,0,8,0,6,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.datasetviewer.cellcomponent.whereClause,WhereClausePartUtil,85,0,20,0,24,0,14,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.datasetviewer.cellcomponent.whereClause,NoParameterWhereClausePart,23,0,0,0,5,0,3,0,3,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.datasetviewer.cellcomponent.whereClause,AbstractWhereClausePart,96,0,12,0,31,0,14,0,8,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.datasetviewer.cellcomponent.whereClause,EmptyWhereClausePart,25,0,0,0,7,0,6,0,6,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.datasetviewer.cellcomponent.whereClause,IsNullWhereClausePart,32,0,4,0,7,0,4,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.client.gui.laf,AllBluesBoldMetalTheme,86,0,0,0,19,0,12,0,12,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,ObjectCache.CacheEntry,172,0,18,0,40,0,18,0,9,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,NullMessageHandler,12,0,0,0,7,0,7,0,7,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,FileWrapperFactoryImpl,45,0,0,0,9,0,9,0,9,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,TaskThreadPool.MyCallback.new Runnable() {...},39,0,0,0,7,0,2,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,StringManager,179,0,14,0,36,0,13,0,6,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,ListMessageHandler,103,0,0,0,22,0,11,0,11,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,TaskExecuter,63,0,10,0,26,0,7,0,2,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,ExtensionFilter,111,0,10,0,23,0,9,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,ProxyHandler,142,0,16,0,41,0,13,0,5,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,MyURLClassLoader,296,0,30,0,78,0,27,0,12,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,DefaultExceptionFormatter,297,0,34,0,77,0,27,0,10,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,EmptyIterator,13,0,0,0,4,0,4,0,4,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,Resources,724,0,76,0,143,0,58,0,20,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,StringUtilities,426,0,74,0,101,0,50,0,13,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,TaskThreadPool,109,0,6,0,32,0,9,0,6,0
102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util,BaseRuntimeException,80,0,14,0,29,0,16,0,9,0
